Pitcher,TaggedPitchType,RelSpeed,InducedVertBreak,HorzBreak,RelHeight,RelSide,Extension,SpinAxis,SpinRate,VertApprAngle,HorzApprAngle,PitcherThrows,BatterSide
"Allsup, Chase",ChangeUp,88.37018015873016,11.624422063492062,12.210733015873014,6.029096666666667,1.2304260317460318,5.584683015873016,228.38659006349206,1561.0688766666667,-6.94902846,-0.381870032,Right,Right
"Allsup, Chase",Curveball,77.85709958333334,-11.73810542,-8.618270417,6.300762083333333,1.0737870833333332,4.955826458333333,32.991288104166664,2366.3421594583333,-10.26788713,-2.014183479,Right,Right
"Allsup, Chase",Fastball,94.61387287878789,20.060424015151515,9.735247045454544,6.430845909090909,0.918862803,5.447031287878788,207.1273073181818,2245.377785167939,-5.17076475,-0.201487515,Right,Right
"Allsup, Chase",FourSeamFastBall,94.82185511111112,19.68484177777778,9.496245185185185,6.389262222222222,1.0112525925925926,5.454460814814815,207.05776146666668,2259.7609546222225,-5.140797659,-0.398669341,Right,Right
"Allsup, Chase",Sinker,92.06898,18.07733,10.2906,6.48468,0.94956,5.52518,211.293272,2168.088457,-5.409329,-0.793887,Right,Right
"Allsup, Chase",Slider,84.22523248175183,0.4636602189781022,-3.814543358,6.053014160583941,1.2430136496350364,5.500033138686131,82.24559608029196,2167.2691674411763,-8.019619365,-2.077396489,Right,Right
"Armstrong, John",ChangeUp,80.28767875,2.18125,19.810270416666665,4.83529375,1.9694254166666667,5.816142916666667,268.04524183333336,2067.3006227083333,-7.1652205,0.089804167,Right,Right
"Armstrong, John",Fastball,91.46317404255319,12.019848085106384,18.148488936170214,4.965710851,1.9615251063829788,5.8189889361702125,238.72918393617022,1999.7353405957447,-4.51672666,-0.386833426,Right,Right
"Armstrong, John",FourSeamFastBall,91.45761813,12.34406375,16.6968075,5.043095625,2.030003125,5.86151625,235.7262165,2061.982896,-4.769814188,-0.236114938,Right,Right
"Armstrong, John",Sinker,89.68660152173914,-0.037182391,19.01483489130435,4.4640985869565215,1.9350708695652175,5.580589782608696,273.60303595652175,1866.632467652174,-5.912528293,-0.242271054,Right,Right
"Armstrong, John",Slider,76.69799235294117,2.711324117647059,-17.71413647,4.418516078431373,2.3495974509803923,5.218164117647059,93.48421621568627,2367.718786431373,-6.805471431,-4.130067196,Right,Right
"Armstrong, John",TwoSeamFastBall,90.63984,2.12599,18.29702,4.42001,1.94723,5.52993,266.932021,1893.953142,-5.000157,0.352241,Right,Right
"Bauman, Tanner",ChangeUp,83.63583725490196,1.8478596078431373,-18.9286898,5.788281176470588,-2.168404314,5.831595686,91.64106019607843,1743.0232554313727,-8.000917294,-0.183918059,Left,Right
"Bauman, Tanner",Sinker,91.21875441441442,7.341413693693694,-18.89095622,6.178081171171171,-2.063545586,5.669027747747747,107.99607232432433,1975.0396990270272,-6.202576063,0.28259433333333334,Left,Right
"Bauman, Tanner",Slider,80.34341877,-1.752586321,7.249174716981132,5.808327264150943,-2.32328934,5.068454622641509,293.66769696226413,2626.088787669811,-8.172198274,3.4162055943396226,Left,Right
"Booton, Trevor",ChangeUp,84.38699315789474,5.388953157894736,14.872183684210526,6.24782,1.4649442105263157,5.578616842105263,254.8121054736842,1500.8222395789473,-8.896360053,0.5665124736842104,Right,Right
"Booton, Trevor",Cutter,86.33133213114755,6.8392626229508195,0.25966229508196725,6.330331147540983,1.405579344262295,5.723852623,180.81495929508196,2065.4345951639343,-7.701422,-1.260659443,Right,Right
"Booton, Trevor",Fastball,90.76856613636363,17.082331627906978,11.275105813953488,6.557944091,1.2287311363636364,5.396953636363636,214.9062531395349,2218.227257431818,-6.448427068,0.14315436363636366,Right,Right
"Booton, Trevor",FourSeamFastBall,89.13988,14.974395,10.833725000000001,6.60125,1.384105,5.346489999999999,218.144345,2090.560903,-7.5489375,0.0713885,Right,Right
"Booton, Trevor",Slider,79.955485,-0.360720625,-3.4762175,6.4692575,1.236425,5.3258206249999995,91.525495,2032.39234,-9.30983025,-0.80960475,Right,Right
"Bray, Elliott",ChangeUp,83.18904390243902,11.488822439024391,17.75215,6.170191219512195,0.3533314634146341,5.186841219512195,240.59688782926827,2013.9899659512196,-6.987145366,1.3164118292682927,Right,Right
"Bray, Elliott",Curveball,76.41418978723404,-12.52771979,-9.397385106,6.229846170212766,0.24729425531914895,4.750494893617021,32.451928872340424,2027.3940402340427,-10.53453777,-2.049049404,Right,Right
"Bray, Elliott",Fastball,88.539548,19.2494816,13.0716508,6.437589,-0.0091388,5.2971258,216.0135475,1991.5978810000001,-5.42909926,1.19090666,Right,Right
"Bray, Elliott",FourSeamFastBall,88.990275,19.00549875,11.27953375,6.4648175,0.043250000000000004,5.23821625,212.722615,1979.409936,-5.31958625,1.380755875,Right,Right
"Cannon, Will",ChangeUp,85.50510785714286,12.746238333333332,15.630706904761904,6.065817142857143,1.7807797619047618,5.846074761904762,233.6403775238095,1861.4221074999998,-6.786652048,-0.084317786,Right,Right
"Cannon, Will",Fastball,93.91588602409638,20.826240722891566,10.544864457831325,6.281158795180723,1.5915030120481928,5.698474337349397,208.09660139759038,2198.0783626024095,-5.281339,-0.949882337,Right,Right
"Cannon, Will",FourSeamFastBall,93.23549166666668,20.169609583333333,9.86141625,6.2657475,1.5776308333333333,5.69929875,207.34666220833333,2111.440032666667,-5.402282917,-0.9987415,Right,Right
"Cannon, Will",Slider,84.29101134328359,1.7669916417910447,-1.966755224,6.056735522,1.8276122388059701,5.5791455223880595,118.68652961194029,2292.1510402238805,-7.935666791,-2.378041075,Right,Right
"Carlson, Parker",ChangeUp,84.74671333333333,13.347245000000001,16.319681666666668,5.774723333333333,0.8888966666666667,5.709174999999999,233.68973233333335,1966.8366708333333,-7.128569333,0.28944349999999996,Right,Right
"Carlson, Parker",Curveball,78.80335483,-11.51138793,-10.13699069,5.980882068965517,0.6039393103448276,5.044085172413793,38.319391482758626,2587.4879590714286,-9.714583414,-1.783916862,Right,Right
"Carlson, Parker",Fastball,90.12472956521738,17.38339,3.166479130434783,5.929550869565218,0.7066204347826087,5.700256522,190.25812195652176,2226.5041730000003,-5.759077696,-0.541861652,Right,Right
"Carlson, Parker",FourSeamFastBall,91.04728666666666,18.14668888888889,2.588458888888889,5.9235605555555555,0.717758889,5.721178888888889,188.46911127777778,2323.9449520555554,-5.2806445,-1.257126,Right,Right
"Carlson, Parker",Sinker,90.66086785714285,14.322552619047618,13.361146904761906,5.885225714285714,0.7639945238095238,5.639837142857143,225.41264407142856,2219.953719642857,-6.130727905,0.7009410952380952,Right,Right
"Carlson, Parker",Slider,81.92623936170213,-2.836147766,-7.357539681,5.879630319148936,0.7715839361702128,4.936001170212766,61.473670563829785,2459.814754468085,-8.180299351,-1.799489532,Right,Right
"Carlson, Parker",TwoSeamFastBall,90.708582,17.037786,10.147588,5.880616,0.718816,5.7997320000000006,212.6374432,2286.55649,-4.8912364,0.42408599999999996,Right,Right
"Chancellor, Abe",ChangeUp,80.44353537037036,12.900332777777779,-17.37348741,6.195493333333333,-1.269863519,6.075156111111111,123.11883483333332,2115.782489611111,-7.33472937,-0.257362796,Left,Right
"Chancellor, Abe",Fastball,88.03250381,21.35107746031746,-7.705561429,6.43938619,-0.85137,6.169977936507937,158.79276496825395,2121.0603703492066,-5.683502667,0.13262342857142856,Left,Right
"Chancellor, Abe",FourSeamFastBall,88.12220500000001,20.000525,-8.3620325,6.357748333333333,-1.100079167,6.118048333333333,155.938548,2069.027968,-4.98470875,0.8772569166666666,Left,Right
"Chancellor, Abe",Slider,78.26721842105263,2.3979536842105262,1.9073763157894736,6.233001578947369,-1.218080789,5.838841578947369,223.8185945263158,1733.7730327105264,-8.715401737,1.8990043684210527,Left,Right
"Copeland, Konner",ChangeUp,78.93814974025975,9.656758441558441,-17.97122078,6.013224285714285,-1.463718571,5.8962915584415585,114.74940141558442,1904.2472872597402,-8.307402857,-0.213660883,Left,Right
"Copeland, Konner",Fastball,87.52290731481482,19.73676462962963,-12.3619588,6.3072448148148155,-1.206982315,5.92363787,146.31041166666668,2090.028647,-5.785439759,0.087633981,Left,Right
"Copeland, Konner",FourSeamFastBall,88.0582175,17.79511666666667,-13.13471167,6.291632083333333,-1.266875417,5.961356666666667,141.4953658,2055.2601099999997,-5.928494333,0.201471375,Left,Right
"Copeland, Konner",Slider,77.54763533333333,3.1767731111111113,0.7347013333333333,6.2237628888888885,-1.355380444,5.623002666666666,203.30556046666666,1724.7260317111109,-8.476317756,1.5700925777777779,Left,Right
"Crotchfelt, Zach",ChangeUp,85.08006735294119,12.787549705882354,-16.66235176,5.9409488235294114,-1.918980294,5.646528529411764,124.74110917647059,1978.7919506176472,-6.859860706,0.36382494117647063,Left,Right
"Crotchfelt, Zach",Fastball,90.94350684684684,18.350543153153154,-10.60784261,6.004216396396397,-1.863987658,5.500211621621622,148.68845874774775,2298.8033960540542,-4.948998874,1.0417606396396397,Left,Right
"Crotchfelt, Zach",FourSeamFastBall,90.75638763157895,17.581970000000002,-9.645372895,6.049869736842105,-1.704541316,5.565749474,149.71332186842105,2315.5233488421054,-5.1965705,1.3882342105263157,Left,Right
"Crotchfelt, Zach",Slider,82.33347357142857,8.811710952380952,-0.724453571,5.998886428571429,-1.768741429,5.820425238095238,182.9291300238095,2111.213405904762,-7.719598929,1.877895976190476,Left,Right
"Gonzalez, Joseph",ChangeUp,83.57647409090909,11.779095454545455,17.862157272727273,5.818150909090909,2.691434090909091,4.831285,238.87030154545454,2136.587644090909,-7.260737682,-0.059584,Right,Right
"Gonzalez, Joseph",Fastball,89.10774517241379,15.054043793103448,16.790355862068967,5.895788965517242,2.5432989655172413,4.715391034482758,230.66731537931034,2169.5735686206895,-5.625553966,-0.964120069,Right,Right
"Gonzalez, Joseph",FourSeamFastBall,90.87841769230769,12.321933076923077,19.09212153846154,5.942392307692307,2.5791376923076923,4.774263076923077,240.0100863846154,2192.510200769231,-5.763636077,-0.557678154,Right,Right
"Gonzalez, Joseph",Sinker,89.04997095238096,10.802228571428572,18.677564761904762,5.907987835497836,2.5246094805194805,4.825413506493506,243.1445843160173,2126.4928733896104,-6.260817805,-0.506896169,Right,Right
"Gonzalez, Joseph",Slider,84.76601065217392,3.0635576086956524,7.035370217391304,5.836418260869565,2.6048030434782605,4.8580533695652175,253.04075469565217,2212.8604656847824,-7.536662967,-2.072798109,Right,Right
"Graves, Griffin",ChangeUp,85.24078722222222,10.547590555555555,-15.68913111,5.428103888888889,-2.234102778,5.997317222222223,119.62375605555556,2012.1520162222223,-6.630145222,-0.219064167,Left,Right
"Graves, Griffin",Fastball,90.9029858,19.6928976,-6.6602934,5.5397381333333335,-1.968628933,5.9369514,160.46710914666667,2332.934267060403,-4.45523656,1.3879187199999998,Left,Right
"Graves, Griffin",FourSeamFastBall,91.47507315789474,19.17000052631579,-4.611791842,5.505135,-2.007637895,6.156757631578948,165.86007810526317,2307.3116262105264,-4.655303132,1.7934382368421053,Left,Right
"Graves, Griffin",Slider,80.25100804347827,-0.303331739,5.838753695652174,5.501797826086956,-2.058367391,5.188969347826087,283.95750695652174,2457.3248451111112,-7.416499478,2.587226195652174,Left,Right
"Herberholz, Christian",ChangeUp,84.55000090909091,6.489500101010101,18.394260404040406,5.719965959595959,1.6928844444444444,5.1179989898989895,254.28853034343436,1739.0034357979796,-7.625805424,0.15193817171717172,Right,Right
"Herberholz, Christian",Curveball,76.53166303030302,-13.13629303,-12.96062455,5.947438484848485,1.3878815151515151,4.893262727272727,41.21062303030303,2293.086332,-9.626345606,-2.462242727,Right,Right
"Herberholz, Christian",Fastball,91.42260262135923,19.718673495145634,14.176872038834953,5.9858318446601935,1.3207664077669903,5.173333689320389,217.50370053398058,2197.4736443980582,-4.725206874,-0.027988641,Right,Right
"Herberholz, Christian",FourSeamFastBall,91.70860042857143,18.815880571428572,15.051852857142856,5.968085857142857,1.4096822857142859,5.202157,220.56807332857144,2243.812626,-4.731487471,-0.062460186,Right,Right
"Herberholz, Christian",Sinker,90.96336,20.1969,10.72583,5.96253,1.38033,5.16511,209.391978,2174.96141,-4.234619,-1.37831,Right,Right
"Herberholz, Christian",Slider,80.23697481927711,-0.282058675,-7.877013012,5.780750481927711,1.6191651807228917,4.825151204819277,76.86732301204819,2223.735663746988,-8.223603892,-2.765475289,Right,Right
"Horne, Trevor",ChangeUp,81.14973666666667,14.807322,9.453566666666665,6.477206,0.36763733333333337,5.824944,215.25475319999998,1627.8326885333333,-6.7636854,0.5936412,Right,Right
"Horne, Trevor",Cutter,80.17226,-8.17886,-7.08221,6.40924,0.55114,5.5121,36.292288,2110.75915,-9.148075,0.210273,Right,Right
"Horne, Trevor",Fastball,90.26816415094339,23.40423056603774,3.1053371698113206,6.426232452830189,0.5029464150943396,6.012610188679245,187.89039596226414,2140.321561339623,-5.965013604,0.062195849056603775,Right,Right
"Horne, Trevor",FourSeamFastBall,91.66072938,24.09911313,3.8882681249999997,6.4582275000000005,0.296414375,5.972864375,189.5595136,2209.721736,-5.521795625,0.314595188,Right,Right
"Horne, Trevor",Slider,80.74263292682926,-1.004050244,-5.695945122,6.450614390243903,0.6709985365853659,5.534287317,66.22477502439024,2015.3184016829266,-8.744685878,-0.933510415,Right,Right
"Keplinger, Konner",ChangeUp,81.73154484848486,3.0168975757575756,-15.37454879,5.861922727272727,-2.864780606,5.087280606060606,95.96770954545455,1672.420863,-8.209100061,0.28228963636363635,Left,Right
"Keplinger, Konner",Curveball,75.47537,-8.87595,17.82072,6.10511,-2.58257,4.58743,300.519519,2978.92773,-8.546258,6.512842,Left,Right
"Keplinger, Konner",Sinker,87.18394767123287,8.263843014,-16.52980712,5.987484520547945,-2.711010274,4.990821917808219,112.78556152054794,2084.6679671369866,-6.978849822,1.1638411506849315,Left,Right
"Keplinger, Konner",Slider,76.42743109589041,-4.999247945,19.201663424657536,5.856173698630137,-2.825386986,4.546017123287671,288.54334932876714,2940.5007956805553,-8.70557826,4.611695493150685,Left,Right
"Keplinger, Konner",TwoSeamFastBall,87.2908225,8.67436375,-17.1713875,5.99395375,-2.6617075,5.071125,113.6293726,2079.707944,-6.85546925,0.424447,Left,Right
"Keshock, Cameron",ChangeUp,88.053852,6.18242,17.458514,5.765202,2.310342,6.420384,254.43498319999998,1905.9091039999998,-7.6471036,-0.0279718,Right,Right
"Keshock, Cameron",Sinker,92.28000916,8.80348,17.26407672897196,5.686198598130842,2.358868691588785,6.840175794392524,246.00137326168223,2171.4435474205607,-6.25265129,-0.804234832,Right,Right
"Keshock, Cameron",Slider,81.58031821428571,0.9107312500000001,-3.289969643,5.700073928571428,2.3454260714285717,6.011830535714286,88.02575588,2227.8724364464283,-8.001626321,-3.234494714,Right,Right
"Keshock, Cameron",TwoSeamFastBall,91.84593,9.257084,17.025789,5.661134,2.305002,6.784159,244.7621625,2229.622675,-6.5190197,-1.0639523,Right,Right
"McBride, Connor",ChangeUp,85.07889188,6.406011875,17.77376688,5.880468125,2.0910225,5.51346125,254.0653266,1853.993686,-7.695416375,-0.583503812,Right,Right
"McBride, Connor",Curveball,79.18117705882352,-10.56794941,-7.439318235,6.124942941176471,1.9709400000000001,4.865291176470588,31.795609176470588,2598.1047891176468,-9.106147882,-2.637999824,Right,Right
"McBride, Connor",Cutter,86.17527937,5.553707468,0.7955710126582278,5.997727215189873,2.0138415189873418,5.308519367088607,181.12532206329115,2456.541420392405,-7.272393405,-2.557421165,Right,Right
"McBride, Connor",Fastball,92.12292637499999,16.723344875000002,14.953508375000002,6.0798056250000005,1.9051883749999998,5.337236750000001,223.703262,2248.0033522658227,-5.124345988,-0.648169663,Right,Right
"McBride, Connor",FourSeamFastBall,92.15651142857142,17.176875142857146,14.304643142857143,6.051463428571428,1.9811194285714286,5.504868,221.72524608571428,2259.7882362571427,-4.694544314,-1.053247314,Right,Right
"McBride, Connor",Slider,83.19746220338983,-1.000947797,-4.391702881,6.043148305084745,1.9746418644067798,5.010871186440678,65.51393427118644,2571.1725891186443,-8.053603627,-3.15862,Right,Right
"Murphy, Hayden",ChangeUp,85.04538476190476,11.782517619047619,15.880211428571428,5.906560000000001,2.515687142857143,6.677168571428571,236.26331623809523,1809.9911973809524,-7.32314619,-0.413549571,Right,Right
"Murphy, Hayden",Fastball,92.43795609756097,20.756396463414635,8.992322439,6.128704512195122,1.8689937804878047,6.481892683,204.55861903658536,2130.7120956707317,-4.736002683,-1.045494134,Right,Right
"Murphy, Hayden",FourSeamFastBall,93.46603666666667,19.37636416666667,9.401859444444446,6.135690277777778,2.1762791666666668,6.566402222222222,207.29655883333334,2026.258257611111,-5.24625475,-1.111531028,Right,Right
"Murphy, Hayden",Slider,83.35601717391305,14.44112043478261,-5.007685652,6.076730652173913,2.2983332608695655,6.519265,160.44855904347827,2027.5025657173915,-6.80117113,-3.245849609,Right,Right
"Myers, Carson",ChangeUp,81.22261666666667,5.207824666666666,-13.7920535,5.3135375,-2.150960167,5.7234675,106.1248915,1721.389823,-6.881418617,0.6284102666666667,Left,Right
"Myers, Carson",Fastball,88.28354854545454,13.188363818181818,-14.08354,5.491193454545455,-1.876956,6.117629272727273,130.69283752727273,2323.3375403454547,-5.380905455,0.43095107272727273,Left,Right
"Myers, Carson",FourSeamFastBall,89.09092934782609,11.847972391304348,-14.57997457,5.528856522,-1.811902174,5.963388913043479,126.57601656521739,2331.439898577778,-5.516607848,0.4067193043478261,Left,Right
"Myers, Carson",Sinker,88.31946375,7.192093295454546,-16.17133023,5.466341704545455,-1.829568182,5.9939625,110.84667336363637,2309.2915429195405,-6.448029898,0.4207249545454545,Left,Right
"Myers, Carson",Slider,79.76572796,5.375756513157895,9.747830592105263,5.47783875,-2.071720592,5.378490394736842,246.18159654605265,2572.9803006174498,-7.234395421,3.3085227236842103,Left,Right
"Myers, Carson",TwoSeamFastBall,88.639411,7.81845,-16.269076,5.471894000000001,-1.820274,5.974829,112.3901726,2276.844159,-6.5158222,0.199007,Left,Right
"Nelson, Drew",ChangeUp,78.72210089285714,14.625499464285713,-15.04403214,6.234112321428571,-0.823318036,5.556670892857142,130.81375262499998,2053.1332907321425,-7.769315804,-1.315678482,Left,Right
"Nelson, Drew",Curveball,71.73808545454546,-14.58007636,11.492241818181817,6.283527272727272,-0.572605455,4.895178181818182,324.93621854545455,2400.026228363636,-10.93088791,1.9159061818181817,Left,Right
"Nelson, Drew",Fastball,87.27309236641221,23.200321984732827,-6.882636183,6.280278015267175,-0.504086183,5.566655954198474,162.5621171908397,2069.977242984733,-5.630115855,-0.246132634,Left,Right
"Nelson, Drew",FourSeamFastBall,87.4468024,23.349416,-4.773216,6.3087064,-0.4875196,5.712498399999999,167.7424287,2093.154272,-5.792565,-0.36295308,Left,Right
"Nelson, Drew",Slider,80.49483611111111,3.031979444444444,5.6601944444444445,6.231870555555556,-0.667124167,5.1024125,253.18008708333335,2352.985763222222,-8.269609389,1.5727452222222222,Left,Right
"Petrovic, Alexander",ChangeUp,80.16266065,4.227153548387097,21.22192064516129,6.007009355,1.6193035483870968,5.931879032258064,262.58086480645164,2402.3316982903225,-8.371083129,0.2617319677419355,Right,Right
"Petrovic, Alexander",Fastball,91.69085891304348,19.316980217391304,13.091673913043477,6.2378854347826085,1.1795091304347824,6.009556956521739,215.6162721304348,2389.415625,-5.222691717,-0.343215065,Right,Right
"Petrovic, Alexander",FourSeamFastBall,92.16358923076922,19.1052,13.42194,6.235588461538462,1.240580769230769,5.906166923076923,216.7807186923077,2462.058463846154,-4.914441231,-0.560021769,Right,Right
"Petrovic, Alexander",Sinker,91.76177,18.98718,8.63489,6.22808,0.9687,6.12882,205.905074,2397.776971,-6.261862,-2.307063,Right,Right
"Petrovic, Alexander",Slider,80.33676,-0.516971818,-5.265162273,6.159996818181818,1.3820686363636363,6.070151818181818,103.32637781818181,2032.521242,-8.586421455,-2.5605725,Right,Right
"Schorr, Ben",ChangeUp,84.02714125,10.10686125,17.27707625,6.23448,1.47827125,5.47154375,243.0435616,1728.733162,-8.03713125,1.038495125,Right,Right
"Schorr, Ben",Curveball,75.903005,-8.096325,-12.2251775,6.3988966666666665,0.6397458333333333,5.5050225,51.24290516666667,2663.762708333333,-10.29827683,-1.343587,Right,Right
"Schorr, Ben",Fastball,90.12187804878049,19.35145780487805,7.171331463414634,6.356323414634146,1.1115670731707317,5.904603658536585,201.73497414634144,2205.848998097561,-5.421873976,-0.101731293,Right,Right
"Schorr, Ben",FourSeamFastBall,90.03930125,20.29830375,3.5983925,6.4322925,1.24632875,5.8508075,191.1370079,2246.865035,-5.26657475,-0.847669375,Right,Right
"Schorr, Ben",Sinker,85.314015,8.231165,-3.220435,6.387325000000001,1.217985,5.322515,154.6580525,2445.509081,-7.6732955,-2.522879,Right,Right
"Schorr, Ben",Slider,85.37398571428572,9.11355881,-5.28884,6.213004761904761,1.3477228571428572,5.404586666666667,145.1551211904762,2386.7223282857144,-7.109581524,-2.313998881,Right,Right
"Sofield, Drew",ChangeUp,82.83740999999999,5.721533529411765,-10.58622235,6.0022070588235295,-1.301722941,6.140564117647059,110.93389229411765,1689.636254235294,-8.156037824,0.3710318235294117,Left,Right
"Sofield, Drew",Cutter,86.16966094339624,12.960236603773586,1.6741896226415094,6.094398301886792,-1.295814528,5.8313313207547175,190.03061826415092,2212.8962824150944,-6.136732849,2.194512792,Left,Right
"Sofield, Drew",Fastball,89.42900090909092,18.82419116883117,-6.981368831,6.0820588311688315,-1.17287987,6.236194545454546,158.3787687142857,2142.148848831169,-5.518723013,0.725600026,Left,Right
"Sofield, Drew",Slider,84.86755111111111,8.129723333333333,-0.018637778,5.983108888888889,-1.658064444,5.741108888888889,183.44552344444443,2311.1408144444445,-7.007726667,1.8718543333333335,Left,Right
"Tilly, Cameron",Curveball,76.00198,-14.05266529,-14.07111235,6.106924705882353,1.4944076470588235,5.063107058823529,41.38409794117647,2851.340305,-9.767391118,-2.634131412,Right,Right
"Tilly, Cameron",Fastball,91.55476703,19.74525031,11.26540922,6.14669125,1.562475313,5.605123281,211.0799782,2374.063918,-5.313755875,-0.960268609,Right,Right
"Tilly, Cameron",FourSeamFastBall,91.39183612903226,19.57363612903226,11.53878129032258,6.122821612903226,1.4902832258064516,5.734755161290322,212.009427,2354.6898844193547,-5.311703097,-0.112230452,Right,Right
"Tilly, Cameron",Slider,80.18818093750001,-3.78249375,-15.07821266,5.9229975,1.858469375,5.33283375,70.9588095,2869.234989953125,-8.530517391,-3.745959609,Right,Right
"Tilly, Cameron",Splitter,83.50269243902439,-0.864562683,5.770664146341463,6.063952195121951,1.5770143902439024,5.488981219512195,268.3954682682927,1919.217339512195,-9.10551939,-1.756201634,Right,Right
"Watts, Dylan",ChangeUp,84.67197933333334,11.502801333333334,16.22972,6.133083333333333,1.3935373333333334,5.510326,237.39015773333333,1682.8711214666666,-7.270973867,0.11336653333333335,Right,Right
"Watts, Dylan",Fastball,92.30628906976744,17.99814046511628,9.666939535,6.314899534883721,1.311523953488372,5.415310465116279,209.65164644186044,2186.863339690476,-5.33532893,-0.557473395,Right,Right
"Watts, Dylan",FourSeamFastBall,92.3993046,17.540284,8.9044846,6.3083546,1.2806888,5.5977418,208.0786916,2232.222211,-5.09786696,-0.60050576,Right,Right
"Watts, Dylan",Sinker,91.39256196721311,10.752454918032788,16.48994655737705,6.164472786885247,1.461717704918033,5.479799016393443,239.62439895081968,2075.1658201639343,-6.202975393,0.4679999180327869,Right,Right
